order_id,product_id,quantity,unit_cost,unit_price
1099,6,3,3.92,7.83
1100,19,1,1.85,7.49
1101,6,2,3.92,7.83
1102,20,2,1.57,4.26
1102,7,1,1.32,5.64
1102,1,1,1.88,8.3
1102,19,1,1.85,7.49
1103,10,1,4.42,10.8
1103,10,3,4.42,10.8
1103,9,3,3.65,9.96
1104,10,1,4.42,10.8
1104,21,1,3.99,6.86
1105,21,1,3.99,6.86
1106,21,3,3.99,6.86
1106,12,2,1.65,6.2
1106,3,3,2.36,4.4
1107,11,1,2.11,8.72
1107,21,1,3.99,6.86
1107,27,2,3.12,11.74
1108,1,3,1.88,8.3
1108,22,3,2.45,11.98
1108,4,3,1.41,6.42
1109,27,2,3.12,11.74
1109,8,2,3.31,9.34
1110,15,1,1.65,6.42
1110,24,3,4.44,4.38
1111,16,1,3.74,10.59
1112,24,1,4.44,4.38
1112,21,2,3.99,6.86
1112,1,2,1.88,8.3
1112,6,1,3.92,7.83
1113,5,1,4.39,8.43
1114,24,3,4.44,4.38
1115,13,2,3.81,9.15
1116,8,1,3.31,9.34
1116,9,1,3.65,9.96
1117,28,3,3.72,4.03
1117,3,1,2.36,4.4
1117,5,2,4.39,8.43
1118,16,1,3.74,10.59
1118,8,1,3.31,9.34
1118,18,3,2.6,3.6
1119,27,1,3.12,11.74
1120,5,1,4.39,8.43
1120,30,1,2.74,7.08
1120,1,1,1.88,8.3
1120,14,2,3.44,4.54
1121,22,3,2.45,11.98
1121,27,1,3.12,11.74
1121,16,1,3.74,10.59
1121,4,1,1.41,6.42
1122,20,2,1.57,4.26
1123,6,2,3.92,7.83
1123,17,2,1.92,3.29
1124,20,2,1.57,4.26
1124,12,1,1.65,6.2
1124,9,2,3.65,9.96
1125,28,1,3.72,4.03
1126,24,2,4.44,4.38
1126,27,1,3.12,11.74
1126,4,3,1.41,6.42
1126,14,3,3.44,4.54
1127,6,2,3.92,7.83
1127,12,2,1.65,6.2
1128,5,3,4.39,8.43
1128,30,1,2.74,7.08
1128,13,2,3.81,9.15
1129,13,1,3.81,9.15
1129,19,3,1.85,7.49
1130,8,2,3.31,9.34
1131,5,1,4.39,8.43
1131,2,2,4.04,4.44
1131,12,1,1.65,6.2
1131,10,2,4.42,10.8
1132,7,1,1.32,5.64
1132,2,3,4.04,4.44
1133,23,2,3.04,3.82
1134,16,3,3.74,10.59
1135,3,1,2.36,4.4
1135,3,1,2.36,4.4
1136,24,3,4.44,4.38
1136,23,2,3.04,3.82
1137,10,1,4.42,10.8
1138,17,1,1.92,3.29
1138,1,2,1.88,8.3
1139,30,3,2.74,7.08
1139,17,2,1.92,3.29
1139,23,1,3.04,3.82
1140,17,2,1.92,3.29
1141,8,2,3.31,9.34
1142,27,3,3.12,11.74
1143,6,1,3.92,7.83
1143,26,2,2.54,8.36
1143,21,2,3.99,6.86
1143,7,2,1.32,5.64
1144,1,1,1.88,8.3
1144,10,1,4.42,10.8
1144,18,1,2.6,3.6
1145,7,3,1.32,5.64
1145,7,3,1.32,5.64
1145,30,1,2.74,7.08
1146,19,2,1.85,7.49
1147,1,2,1.88,8.3
1147,25,2,4.17,6.8
1147,13,3,3.81,9.15
1148,23,3,3.04,3.82
1148,4,2,1.41,6.42
1149,1,3,1.88,8.3
1149,26,2,2.54,8.36
1150,5,3,4.39,8.43
1150,15,1,1.65,6.42
1151,25,3,4.17,6.8
1151,6,3,3.92,7.83
1152,15,1,1.65,6.42
1152,11,2,2.11,8.72
1152,12,3,1.65,6.2
1153,20,3,1.57,4.26
1153,3,1,2.36,4.4
1154,18,1,2.6,3.6
1154,16,1,3.74,10.59
1154,15,2,1.65,6.42
1155,9,3,3.65,9.96
1156,23,2,3.04,3.82
1156,9,2,3.65,9.96
1157,19,2,1.85,7.49
1158,28,3,3.72,4.03
1158,30,3,2.74,7.08
1158,5,2,4.39,8.43
1158,12,3,1.65,6.2
1159,9,3,3.65,9.96
1159,2,3,4.04,4.44
1159,21,1,3.99,6.86
1159,24,1,4.44,4.38
1160,6,3,3.92,7.83
1160,13,1,3.81,9.15
1160,8,2,3.31,9.34
1160,28,2,3.72,4.03
1161,4,1,1.41,6.42
1161,6,3,3.92,7.83
1161,4,2,1.41,6.42
1161,25,2,4.17,6.8
1162,11,3,2.11,8.72
1162,16,1,3.74,10.59
1162,23,3,3.04,3.82
1163,18,1,2.6,3.6
1164,20,2,1.57,4.26
1165,7,1,1.32,5.64
1165,7,1,1.32,5.64
1165,25,3,4.17,6.8
1165,14,2,3.44,4.54
1166,3,2,2.36,4.4
1166,13,1,3.81,9.15
1167,22,2,2.45,11.98
1167,6,1,3.92,7.83
1168,6,1,3.92,7.83
1168,12,2,1.65,6.2
1168,16,2,3.74,10.59
1169,27,1,3.12,11.74
1169,18,3,2.6,3.6
1169,7,1,1.32,5.64
1169,24,3,4.44,4.38
1170,29,2,4.07,6.06
1170,30,1,2.74,7.08
1171,9,3,3.65,9.96
1171,24,1,4.44,4.38
1171,15,1,1.65,6.42
1171,21,2,3.99,6.86
1172,23,3,3.04,3.82
1172,25,1,4.17,6.8
1172,20,2,1.57,4.26
1172,7,2,1.32,5.64
1173,12,2,1.65,6.2
1174,23,2,3.04,3.82
1175,27,3,3.12,11.74
1175,14,3,3.44,4.54
1175,25,2,4.17,6.8
1176,12,1,1.65,6.2
1176,18,3,2.6,3.6
1176,6,3,3.92,7.83
1176,14,2,3.44,4.54
1177,3,1,2.36,4.4
1178,4,2,1.41,6.42
1178,24,3,4.44,4.38
1178,30,3,2.74,7.08
1178,4,3,1.41,6.42
1179,28,2,3.72,4.03
1179,7,1,1.32,5.64
1179,25,2,4.17,6.8
1180,12,2,1.65,6.2
1181,26,1,2.54,8.36
1181,17,2,1.92,3.29
1181,9,3,3.65,9.96
1182,29,2,4.07,6.06
1183,27,3,3.12,11.74
1183,27,3,3.12,11.74
1183,20,2,1.57,4.26
1184,18,2,2.6,3.6
1184,7,3,1.32,5.64
1185,5,3,4.39,8.43
1185,13,3,3.81,9.15
1185,6,2,3.92,7.83
1185,29,2,4.07,6.06
1186,23,1,3.04,3.82
1187,27,3,3.12,11.74
1187,6,2,3.92,7.83
1187,7,1,1.32,5.64
1188,1,3,1.88,8.3
1188,23,3,3.04,3.82
1189,15,3,1.65,6.42
1189,21,2,3.99,6.86
1190,18,1,2.6,3.6
1190,24,2,4.44,4.38
1191,30,1,2.74,7.08
1192,15,3,1.65,6.42
1193,29,1,4.07,6.06
1193,3,1,2.36,4.4
1193,16,2,3.74,10.59
1194,14,1,3.44,4.54
1195,13,2,3.81,9.15
1195,21,2,3.99,6.86
1195,26,1,2.54,8.36
1195,6,2,3.92,7.83
1196,4,2,1.41,6.42
1197,6,3,3.92,7.83
1198,18,1,2.6,3.6
1199,4,1,1.41,6.42
1199,1,2,1.88,8.3
1199,5,1,4.39,8.43
1200,16,1,3.74,10.59
1200,3,2,2.36,4.4
1200,23,3,3.04,3.82
1201,30,1,2.74,7.08
1201,9,1,3.65,9.96
1201,7,3,1.32,5.64
1201,28,3,3.72,4.03
1202,6,1,3.92,7.83
1202,24,2,4.44,4.38
1202,14,2,3.44,4.54
1203,20,2,1.57,4.26
1204,29,3,4.07,6.06
1204,27,1,3.12,11.74
1204,15,1,1.65,6.42
1205,10,3,4.42,10.8
1205,27,3,3.12,11.74
1205,17,2,1.92,3.29
1205,13,1,3.81,9.15
1206,12,1,1.65,6.2
1206,3,1,2.36,4.4
1207,1,2,1.88,8.3
1208,19,2,1.85,7.49
1208,29,1,4.07,6.06
1208,18,1,2.6,3.6
1208,13,2,3.81,9.15
1209,23,3,3.04,3.82
1209,29,3,4.07,6.06
1209,3,3,2.36,4.4
1210,7,1,1.32,5.64
1210,2,2,4.04,4.44
1210,16,1,3.74,10.59
1211,6,3,3.92,7.83
1211,11,3,2.11,8.72
1211,13,1,3.81,9.15
1211,19,1,1.85,7.49
1212,10,1,4.42,10.8
1212,27,2,3.12,11.74
1212,2,3,4.04,4.44
1212,30,3,2.74,7.08
1213,4,2,1.41,6.42
1213,24,2,4.44,4.38
1213,9,2,3.65,9.96
1213,25,2,4.17,6.8
1214,20,1,1.57,4.26
1214,13,2,3.81,9.15
1214,23,2,3.04,3.82
1214,16,3,3.74,10.59
1215,1,1,1.88,8.3
1216,11,3,2.11,8.72
1217,24,2,4.44,4.38
1217,27,3,3.12,11.74
1218,4,1,1.41,6.42
1219,9,3,3.65,9.96
1219,6,1,3.92,7.83
1219,19,2,1.85,7.49
1219,4,1,1.41,6.42
1220,21,2,3.99,6.86
1220,22,1,2.45,11.98
1220,17,3,1.92,3.29
1220,8,3,3.31,9.34
1221,25,3,4.17,6.8
1221,16,1,3.74,10.59
1221,3,2,2.36,4.4
1222,22,3,2.45,11.98
1222,24,1,4.44,4.38
1223,1,3,1.88,8.3
1223,7,2,1.32,5.64
1224,7,3,1.32,5.64
1224,25,3,4.17,6.8
1224,17,2,1.92,3.29
1225,30,1,2.74,7.08
1226,28,3,3.72,4.03
1226,17,1,1.92,3.29
1226,25,2,4.17,6.8
1226,7,1,1.32,5.64
1227,5,2,4.39,8.43
1228,29,2,4.07,6.06
1229,12,2,1.65,6.2
1229,4,3,1.41,6.42
1229,3,2,2.36,4.4
1229,14,1,3.44,4.54
1230,2,2,4.04,4.44
1230,9,2,3.65,9.96
1230,4,1,1.41,6.42
1231,7,2,1.32,5.64
1231,6,3,3.92,7.83
1231,9,3,3.65,9.96
1232,21,1,3.99,6.86
1233,19,2,1.85,7.49
1234,8,3,3.31,9.34
1234,23,3,3.04,3.82
1234,13,2,3.81,9.15
1235,7,1,1.32,5.64
1235,26,1,2.54,8.36
1235,12,3,1.65,6.2
1235,10,3,4.42,10.8
1236,17,3,1.92,3.29
1236,20,2,1.57,4.26
1237,22,1,2.45,11.98
1237,6,1,3.92,7.83
1237,11,2,2.11,8.72
1238,11,1,2.11,8.72
1238,6,2,3.92,7.83
1238,29,1,4.07,6.06
1238,6,3,3.92,7.83
1239,16,1,3.74,10.59
1240,27,1,3.12,11.74
1240,17,3,1.92,3.29
1240,6,1,3.92,7.83
1241,16,3,3.74,10.59
1241,12,3,1.65,6.2
1241,9,3,3.65,9.96
1241,16,2,3.74,10.59
1242,23,2,3.04,3.82
1242,29,3,4.07,6.06
1242,25,3,4.17,6.8
1243,5,2,4.39,8.43
1244,1,1,1.88,8.3
1244,19,3,1.85,7.49
1244,23,2,3.04,3.82
1244,12,1,1.65,6.2
1245,29,3,4.07,6.06
1245,22,3,2.45,11.98
1245,29,2,4.07,6.06
1246,13,3,3.81,9.15
1246,14,2,3.44,4.54
1246,10,1,4.42,10.8
1247,14,2,3.44,4.54
1248,30,3,2.74,7.08
1248,5,2,4.39,8.43
1248,22,1,2.45,11.98
1248,17,2,1.92,3.29
1249,26,2,2.54,8.36
1250,27,3,3.12,11.74
1250,4,1,1.41,6.42
1250,16,2,3.74,10.59
1251,9,1,3.65,9.96
1252,3,3,2.36,4.4
1252,9,1,3.65,9.96
1253,8,1,3.31,9.34
1253,16,2,3.74,10.59
1253,8,3,3.31,9.34
1254,30,2,2.74,7.08
1254,20,2,1.57,4.26
1254,6,3,3.92,7.83
1255,22,1,2.45,11.98
1255,9,1,3.65,9.96
1256,3,2,2.36,4.4
1256,19,3,1.85,7.49
1256,15,3,1.65,6.42
1257,17,2,1.92,3.29
1257,23,2,3.04,3.82
1258,14,2,3.44,4.54
1258,14,2,3.44,4.54
1258,15,1,1.65,6.42
1259,20,2,1.57,4.26
1259,26,1,2.54,8.36
1260,2,2,4.04,4.44
1260,5,2,4.39,8.43
1260,22,1,2.45,11.98
1261,3,1,2.36,4.4
1262,27,2,3.12,11.74
1263,24,3,4.44,4.38
1264,18,3,2.6,3.6
1264,16,1,3.74,10.59
1265,24,1,4.44,4.38
1265,26,2,2.54,8.36
1265,20,3,1.57,4.26
1266,20,1,1.57,4.26
1266,17,1,1.92,3.29
1267,27,3,3.12,11.74
1268,13,2,3.81,9.15
1268,6,1,3.92,7.83
1268,27,3,3.12,11.74
1269,14,1,3.44,4.54
1270,17,3,1.92,3.29
1270,23,3,3.04,3.82
1271,22,1,2.45,11.98
1271,19,2,1.85,7.49
1271,12,3,1.65,6.2
1272,14,2,3.44,4.54
1272,5,1,4.39,8.43
1272,10,2,4.42,10.8
1272,4,3,1.41,6.42
1273,21,3,3.99,6.86
1274,29,3,4.07,6.06
1274,15,2,1.65,6.42
1274,1,1,1.88,8.3
1274,12,3,1.65,6.2
1275,17,1,1.92,3.29
1275,6,3,3.92,7.83
1275,5,2,4.39,8.43
1275,21,3,3.99,6.86
1276,30,2,2.74,7.08
1276,3,3,2.36,4.4
1276,16,2,3.74,10.59
1277,5,3,4.39,8.43
1277,11,3,2.11,8.72
1277,19,2,1.85,7.49
1278,8,1,3.31,9.34
1278,22,1,2.45,11.98
1279,25,3,4.17,6.8
1279,26,1,2.54,8.36
1280,30,1,2.74,7.08
1280,2,3,4.04,4.44
1280,9,1,3.65,9.96
1280,2,3,4.04,4.44
1281,30,1,2.74,7.08
1282,21,3,3.99,6.86
1282,18,1,2.6,3.6
1283,8,1,3.31,9.34
1283,24,1,4.44,4.38
1283,14,3,3.44,4.54
1284,7,1,1.32,5.64
1285,19,3,1.85,7.49
1285,28,1,3.72,4.03
1285,11,1,2.11,8.72
1285,22,3,2.45,11.98
1286,17,2,1.92,3.29
1286,12,3,1.65,6.2
1286,29,3,4.07,6.06
1286,28,1,3.72,4.03
1287,19,1,1.85,7.49
1288,4,2,1.41,6.42
1289,1,1,1.88,8.3
1289,27,2,3.12,11.74
1289,30,2,2.74,7.08
1290,10,1,4.42,10.8
1290,18,3,2.6,3.6
1291,13,3,3.81,9.15
1291,2,3,4.04,4.44
1291,23,1,3.04,3.82
1292,11,2,2.11,8.72
1293,7,3,1.32,5.64
1293,27,3,3.12,11.74
1294,3,3,2.36,4.4
1294,29,3,4.07,6.06
1294,23,1,3.04,3.82
1294,12,1,1.65,6.2
1295,5,2,4.39,8.43
1295,24,1,4.44,4.38
1295,4,1,1.41,6.42
1295,16,3,3.74,10.59
1296,10,1,4.42,10.8
1296,1,1,1.88,8.3
1296,1,1,1.88,8.3
1296,18,3,2.6,3.6
1297,2,2,4.04,4.44
1297,25,2,4.17,6.8
1297,23,1,3.04,3.82
1297,14,3,3.44,4.54
1298,4,3,1.41,6.42
1298,29,2,4.07,6.06
1298,12,1,1.65,6.2
1298,11,2,2.11,8.72
1299,8,2,3.31,9.34
1300,3,1,2.36,4.4
1301,11,2,2.11,8.72
1302,16,3,3.74,10.59
1302,4,3,1.41,6.42
1302,3,1,2.36,4.4
1302,9,3,3.65,9.96
1303,23,2,3.04,3.82
1303,12,3,1.65,6.2
1303,10,3,4.42,10.8
1303,8,3,3.31,9.34
1304,2,2,4.04,4.44
1305,3,1,2.36,4.4
1305,30,1,2.74,7.08
1305,27,3,3.12,11.74
1306,12,3,1.65,6.2
1307,4,1,1.41,6.42
1307,16,1,3.74,10.59
1307,9,2,3.65,9.96
1307,19,2,1.85,7.49
1308,28,3,3.72,4.03
1308,13,2,3.81,9.15
1308,1,2,1.88,8.3
1309,13,1,3.81,9.15
1309,22,2,2.45,11.98
1310,30,1,2.74,7.08
1310,30,3,2.74,7.08
1310,25,2,4.17,6.8
1311,11,3,2.11,8.72
1312,18,2,2.6,3.6
1313,19,3,1.85,7.49
1313,19,3,1.85,7.49
1313,9,1,3.65,9.96
1313,13,2,3.81,9.15
1314,3,1,2.36,4.4
1314,25,3,4.17,6.8
1314,10,2,4.42,10.8
1315,9,3,3.65,9.96
1315,9,3,3.65,9.96
1315,26,3,2.54,8.36
1316,27,2,3.12,11.74
1316,28,1,3.72,4.03
1316,15,2,1.65,6.42
1317,12,2,1.65,6.2
1318,9,3,3.65,9.96
1319,9,2,3.65,9.96
1319,9,2,3.65,9.96
1320,8,1,3.31,9.34
1321,2,3,4.04,4.44
1321,23,1,3.04,3.82
1321,2,3,4.04,4.44
1322,18,3,2.6,3.6
1322,2,3,4.04,4.44
1322,8,2,3.31,9.34
1323,17,1,1.92,3.29
1324,27,3,3.12,11.74
1324,14,1,3.44,4.54
1324,21,2,3.99,6.86
1325,11,2,2.11,8.72
1325,29,3,4.07,6.06
1325,12,2,1.65,6.2
1326,2,2,4.04,4.44
1326,30,1,2.74,7.08
1326,30,3,2.74,7.08
1327,17,3,1.92,3.29
1327,25,3,4.17,6.8
1327,17,3,1.92,3.29
1328,22,3,2.45,11.98
1329,19,3,1.85,7.49
1329,19,3,1.85,7.49
1330,20,2,1.57,4.26
1331,7,3,1.32,5.64
1331,10,1,4.42,10.8
1331,11,1,2.11,8.72
1332,23,1,3.04,3.82
1333,12,3,1.65,6.2
1334,15,2,1.65,6.42
1334,8,3,3.31,9.34
1335,22,3,2.45,11.98
1335,22,1,2.45,11.98
1335,20,2,1.57,4.26
1335,26,2,2.54,8.36
1336,14,3,3.44,4.54
1336,5,3,4.39,8.43
1336,16,3,3.74,10.59
1336,29,1,4.07,6.06
1337,4,2,1.41,6.42
1337,9,3,3.65,9.96
1338,27,2,3.12,11.74
1339,17,3,1.92,3.29
1339,30,2,2.74,7.08
1340,23,2,3.04,3.82
1340,4,2,1.41,6.42
1341,24,1,4.44,4.38
1342,21,2,3.99,6.86
1342,24,2,4.44,4.38
1342,10,2,4.42,10.8
1342,23,1,3.04,3.82
1343,5,1,4.39,8.43
1344,15,1,1.65,6.42
1344,17,3,1.92,3.29
1344,19,2,1.85,7.49
1345,2,3,4.04,4.44
1345,17,3,1.92,3.29
1345,19,3,1.85,7.49
1346,25,1,4.17,6.8
1346,5,1,4.39,8.43
1346,27,3,3.12,11.74
1347,4,2,1.41,6.42
1347,10,1,4.42,10.8
1347,4,2,1.41,6.42
1348,10,2,4.42,10.8
1348,20,1,1.57,4.26
1349,7,3,1.32,5.64
1350,29,3,4.07,6.06
1351,7,2,1.32,5.64
1351,19,2,1.85,7.49
1351,24,2,4.44,4.38
1352,23,3,3.04,3.82
1353,3,1,2.36,4.4
1353,9,3,3.65,9.96
1353,22,1,2.45,11.98
1354,11,1,2.11,8.72
1355,23,3,3.04,3.82
1356,30,3,2.74,7.08
1357,21,3,3.99,6.86
1358,28,1,3.72,4.03
1358,22,1,2.45,11.98
1358,9,2,3.65,9.96
1358,5,2,4.39,8.43
1359,7,3,1.32,5.64
1359,29,1,4.07,6.06
1360,3,2,2.36,4.4
1360,18,3,2.6,3.6
1360,7,3,1.32,5.64
1360,6,1,3.92,7.83
1361,21,3,3.99,6.86
1361,8,3,3.31,9.34
1361,12,2,1.65,6.2
1361,17,3,1.92,3.29
1362,22,2,2.45,11.98
1362,16,3,3.74,10.59
1362,13,3,3.81,9.15
1363,8,1,3.31,9.34
1364,22,2,2.45,11.98
1364,4,1,1.41,6.42
1365,23,2,3.04,3.82
1365,23,1,3.04,3.82
1365,25,2,4.17,6.8
1366,10,2,4.42,10.8
1367,9,3,3.65,9.96
1367,11,2,2.11,8.72
1367,13,2,3.81,9.15
1368,16,3,3.74,10.59
1368,8,2,3.31,9.34
1368,21,1,3.99,6.86
1369,18,1,2.6,3.6
1369,25,3,4.17,6.8
1370,5,3,4.39,8.43
1370,18,1,2.6,3.6
1370,24,1,4.44,4.38
1371,21,1,3.99,6.86
1372,6,3,3.92,7.83
1372,13,3,3.81,9.15
1373,14,1,3.44,4.54
1373,18,3,2.6,3.6
1373,8,1,3.31,9.34
1374,17,2,1.92,3.29
1375,1,1,1.88,8.3
1375,21,3,3.99,6.86
1375,8,1,3.31,9.34
1376,5,3,4.39,8.43
1376,29,2,4.07,6.06
1376,28,1,3.72,4.03
1376,3,1,2.36,4.4
1377,24,3,4.44,4.38
1378,27,3,3.12,11.74
1378,28,2,3.72,4.03
1379,9,2,3.65,9.96
1379,7,1,1.32,5.64
1379,9,3,3.65,9.96
1380,8,2,3.31,9.34
1381,13,1,3.81,9.15
1381,16,3,3.74,10.59
1382,15,1,1.65,6.42
1383,16,3,3.74,10.59
1383,4,3,1.41,6.42
1383,10,2,4.42,10.8
1384,7,2,1.32,5.64
1384,19,1,1.85,7.49
1385,17,3,1.92,3.29
1385,27,3,3.12,11.74
1385,25,1,4.17,6.8
1385,2,2,4.04,4.44
1386,2,2,4.04,4.44
1386,23,3,3.04,3.82
1387,25,3,4.17,6.8
1387,26,2,2.54,8.36
1388,23,2,3.04,3.82
1388,17,3,1.92,3.29
1388,28,3,3.72,4.03
1388,24,1,4.44,4.38
1389,25,1,4.17,6.8
1389,6,3,3.92,7.83
1390,2,2,4.04,4.44
1391,24,3,4.44,4.38
1391,14,2,3.44,4.54
1392,24,3,4.44,4.38
1392,9,3,3.65,9.96
1392,11,3,2.11,8.72
1393,17,3,1.92,3.29
1393,7,3,1.32,5.64
1393,23,2,3.04,3.82
1394,7,2,1.32,5.64
1394,30,3,2.74,7.08
1394,24,1,4.44,4.38
1394,6,3,3.92,7.83
1395,5,2,4.39,8.43
1395,3,1,2.36,4.4
1396,18,2,2.6,3.6
1397,20,1,1.57,4.26
1397,3,2,2.36,4.4
1397,21,3,3.99,6.86
1397,29,1,4.07,6.06
1398,10,2,4.42,10.8
1398,19,3,1.85,7.49
1398,10,2,4.42,10.8
1399,3,3,2.36,4.4
1399,5,1,4.39,8.43
1400,5,3,4.39,8.43
1401,26,3,2.54,8.36
1401,28,3,3.72,4.03
1401,22,2,2.45,11.98
1402,3,3,2.36,4.4
1402,5,1,4.39,8.43
1403,29,1,4.07,6.06
1404,11,2,2.11,8.72
1404,17,1,1.92,3.29
1404,8,3,3.31,9.34
1404,13,2,3.81,9.15
1405,27,3,3.12,11.74
1405,11,3,2.11,8.72
1405,3,3,2.36,4.4
1406,27,2,3.12,11.74
1406,18,2,2.6,3.6
1407,21,2,3.99,6.86
1407,6,1,3.92,7.83
1407,28,2,3.72,4.03
1407,28,2,3.72,4.03
1408,13,2,3.81,9.15
1408,6,3,3.92,7.83
1409,1,3,1.88,8.3
1409,10,2,4.42,10.8
1410,20,2,1.57,4.26
1411,2,3,4.04,4.44
1411,23,2,3.04,3.82
1411,9,3,3.65,9.96
1411,2,3,4.04,4.44
1412,16,1,3.74,10.59
1412,16,3,3.74,10.59
1412,28,3,3.72,4.03
1412,25,3,4.17,6.8
1413,23,3,3.04,3.82
1413,6,1,3.92,7.83
1414,21,3,3.99,6.86
1414,2,2,4.04,4.44
1414,4,3,1.41,6.42
1414,9,1,3.65,9.96
1415,17,1,1.92,3.29
1415,22,2,2.45,11.98
1415,14,3,3.44,4.54
1416,24,2,4.44,4.38
1416,3,1,2.36,4.4
1417,23,3,3.04,3.82
1417,14,1,3.44,4.54
1418,4,2,1.41,6.42
1418,15,3,1.65,6.42
1418,27,3,3.12,11.74
1419,30,1,2.74,7.08
1420,19,3,1.85,7.49
1420,1,1,1.88,8.3
1420,26,1,2.54,8.36
1421,29,3,4.07,6.06
1422,2,2,4.04,4.44
1422,23,2,3.04,3.82
1422,6,2,3.92,7.83
1423,27,1,3.12,11.74
1423,9,1,3.65,9.96
1424,3,2,2.36,4.4
1424,12,3,1.65,6.2
1424,12,2,1.65,6.2
1425,5,3,4.39,8.43
1425,19,1,1.85,7.49
1425,23,2,3.04,3.82
1425,12,3,1.65,6.2
1426,3,3,2.36,4.4
1426,25,1,4.17,6.8
1426,9,1,3.65,9.96
1427,16,1,3.74,10.59
1427,15,3,1.65,6.42
1428,11,3,2.11,8.72
1429,14,2,3.44,4.54
1429,11,2,2.11,8.72
1430,15,3,1.65,6.42
1430,6,1,3.92,7.83
1431,24,2,4.44,4.38
1431,16,1,3.74,10.59
1431,9,3,3.65,9.96
1431,12,3,1.65,6.2
1432,30,1,2.74,7.08
1433,19,2,1.85,7.49
1433,19,1,1.85,7.49
1433,6,3,3.92,7.83
1434,19,1,1.85,7.49
1434,5,3,4.39,8.43
1435,26,1,2.54,8.36
1435,26,2,2.54,8.36
1435,15,2,1.65,6.42
1436,29,1,4.07,6.06
1436,10,2,4.42,10.8
1437,3,3,2.36,4.4
1437,8,1,3.31,9.34
1437,22,3,2.45,11.98
1437,28,2,3.72,4.03
1438,16,3,3.74,10.59
1439,27,2,3.12,11.74
1439,23,1,3.04,3.82
1439,25,1,4.17,6.8
1439,13,1,3.81,9.15
1440,29,2,4.07,6.06
1440,27,3,3.12,11.74
1440,24,2,4.44,4.38
1441,22,3,2.45,11.98
1441,19,1,1.85,7.49
1441,8,3,3.31,9.34
1441,6,1,3.92,7.83
1442,20,3,1.57,4.26
1443,16,1,3.74,10.59
1443,2,1,4.04,4.44
1444,21,1,3.99,6.86
1444,14,1,3.44,4.54
1444,10,2,4.42,10.8
1444,13,3,3.81,9.15
1445,6,2,3.92,7.83
1445,22,3,2.45,11.98
1446,21,2,3.99,6.86
1447,22,2,2.45,11.98
1447,1,2,1.88,8.3
1447,21,3,3.99,6.86
1447,13,2,3.81,9.15
1448,20,2,1.57,4.26
1449,4,1,1.41,6.42
1449,14,3,3.44,4.54
1449,25,2,4.17,6.8
1450,7,3,1.32,5.64
1450,27,3,3.12,11.74
1450,24,2,4.44,4.38
1451,4,2,1.41,6.42
1452,9,2,3.65,9.96
1452,11,3,2.11,8.72
1452,10,1,4.42,10.8
1453,1,2,1.88,8.3
1453,11,2,2.11,8.72
1453,21,1,3.99,6.86
1453,20,1,1.57,4.26
1454,8,1,3.31,9.34
1454,3,3,2.36,4.4
1454,4,1,1.41,6.42
1454,24,1,4.44,4.38
1455,23,3,3.04,3.82
1455,8,3,3.31,9.34
1455,27,3,3.12,11.74
1455,19,2,1.85,7.49
1456,5,3,4.39,8.43
1457,30,3,2.74,7.08
1457,24,2,4.44,4.38
1457,14,2,3.44,4.54
1458,4,1,1.41,6.42
1458,19,2,1.85,7.49
1458,10,3,4.42,10.8
1458,17,3,1.92,3.29
1459,7,2,1.32,5.64
1459,9,3,3.65,9.96
1459,23,1,3.04,3.82
1459,9,3,3.65,9.96
1460,9,1,3.65,9.96
1460,14,1,3.44,4.54
1460,1,2,1.88,8.3
1461,4,1,1.41,6.42
1461,8,1,3.31,9.34
1461,23,2,3.04,3.82
1462,19,2,1.85,7.49
1462,21,3,3.99,6.86
1462,11,3,2.11,8.72
1462,13,2,3.81,9.15
1463,27,2,3.12,11.74
1463,5,2,4.39,8.43
1463,28,3,3.72,4.03
1464,9,2,3.65,9.96
1464,2,3,4.04,4.44
1464,28,3,3.72,4.03
1464,3,3,2.36,4.4
1465,24,3,4.44,4.38
1465,12,2,1.65,6.2
1466,1,1,1.88,8.3
1466,20,3,1.57,4.26
1466,6,3,3.92,7.83
1466,12,3,1.65,6.2
1467,8,2,3.31,9.34
1467,30,3,2.74,7.08
1467,5,2,4.39,8.43
1467,20,1,1.57,4.26
1468,19,2,1.85,7.49
1469,12,1,1.65,6.2
1469,14,3,3.44,4.54
1469,9,2,3.65,9.96
1469,25,2,4.17,6.8
1470,8,2,3.31,9.34
1470,16,2,3.74,10.59
1470,10,2,4.42,10.8
1470,6,1,3.92,7.83
1471,25,2,4.17,6.8
1471,21,1,3.99,6.86
1471,22,1,2.45,11.98
1472,7,3,1.32,5.64
1472,1,3,1.88,8.3
1472,8,1,3.31,9.34
1472,20,3,1.57,4.26
1473,1,2,1.88,8.3
1473,20,1,1.57,4.26
1473,6,3,3.92,7.83
1473,21,2,3.99,6.86
1474,18,3,2.6,3.6
1474,28,1,3.72,4.03
1474,28,1,3.72,4.03
1474,15,2,1.65,6.42
1475,5,2,4.39,8.43
1475,3,1,2.36,4.4
1475,7,3,1.32,5.64
1476,8,1,3.31,9.34
1476,15,3,1.65,6.42
1476,21,1,3.99,6.86
1476,26,3,2.54,8.36
1477,24,1,4.44,4.38
1477,1,3,1.88,8.3
1477,2,3,4.04,4.44
1477,22,2,2.45,11.98
1478,9,3,3.65,9.96
