order_id,order_date,customer_id,store_id,channel
867,2025-11-09,456,5,delivery
868,2025-05-06,281,6,dine-in
869,2025-11-14,290,8,app
870,2026-04-17,390,8,web
871,2026-02-24,199,4,web
872,2025-04-01,444,3,dine-in
873,2025-07-17,490,10,phone
874,2025-07-13,385,8,phone
875,2026-06-29,93,1,app
876,2026-03-31,44,9,phone
877,2025-12-15,224,3,web
878,2025-11-21,196,5,dine-in
879,2025-06-22,147,3,delivery
880,2025-06-23,31,10,app
881,2026-02-04,51,6,delivery
882,2025-09-03,386,10,phone
883,2026-01-30,487,2,app
884,2026-02-21,34,8,dine-in
885,2025-04-14,127,9,delivery
886,2026-05-28,105,3,app
887,2026-04-08,22,1,web
888,2025-10-07,307,5,web
889,2025-10-16,24,3,phone
890,2026-02-09,358,2,delivery
891,2025-12-17,326,5,web
892,2025-12-03,9,3,dine-in
893,2026-05-16,391,7,phone
894,2025-03-21,276,1,web
895,2026-01-02,199,3,dine-in
896,2025-07-17,228,1,delivery
897,2026-01-02,99,2,phone
898,2025-02-07,144,8,phone
899,2026-02-10,57,5,phone
900,2025-06-29,34,10,delivery
901,2025-08-22,452,9,app
902,2026-06-30,315,5,phone
903,2026-03-19,433,7,app
904,2026-04-23,254,6,phone
905,2025-08-18,25,5,web
906,2025-01-26,378,4,web
907,2025-07-21,85,6,app
908,2025-04-10,15,8,web
909,2025-12-09,431,5,delivery
910,2025-12-15,427,1,app
911,2025-04-08,321,8,phone
912,2025-02-04,194,6,dine-in
913,2026-03-19,34,2,dine-in
914,2026-02-16,50,10,web
915,2025-01-11,233,7,web
916,2026-04-10,265,6,phone
917,2025-03-11,304,4,phone
918,2026-03-08,247,10,web
919,2025-03-03,66,5,phone
920,2025-05-30,76,8,app
921,2025-05-29,30,4,phone
922,2025-07-20,500,4,delivery
923,2026-05-03,356,8,phone
924,2026-03-05,169,3,dine-in
925,2025-08-24,239,10,delivery
926,2026-01-20,106,7,delivery
927,2025-03-17,184,1,phone
928,2026-03-27,100,10,app
929,2025-07-22,146,3,delivery
930,2025-07-20,12,3,app
931,2025-05-21,195,2,app
932,2026-01-17,339,3,phone
933,2025-07-16,273,7,app
934,2025-07-13,438,9,app
935,2025-10-14,447,3,phone
936,2025-06-21,261,7,phone
937,2026-01-18,270,8,web
938,2025-08-01,113,4,web
939,2026-01-22,293,3,app
940,2026-06-16,181,4,phone
941,2025-12-11,219,8,web
942,2025-07-03,227,4,app
943,2025-10-29,432,9,phone
944,2025-08-22,51,2,dine-in
945,2025-12-04,129,5,app
946,2025-09-25,5,5,app
947,2025-01-13,242,9,delivery
948,2026-04-25,370,8,app
949,2026-03-16,395,7,delivery
950,2025-11-09,483,1,web
951,2025-11-03,167,10,dine-in
952,2025-06-07,488,6,phone
953,2025-04-22,169,10,web
954,2025-02-02,424,10,web
955,2025-03-13,467,7,app
956,2025-03-13,233,1,app
957,2026-02-25,201,3,dine-in
958,2025-03-12,200,4,delivery
959,2026-05-02,82,10,phone
960,2025-10-10,104,1,delivery
961,2026-05-18,236,8,phone
962,2025-10-22,331,8,app
963,2025-07-03,461,10,web
964,2025-02-14,123,3,app
965,2026-05-21,211,9,dine-in
966,2025-06-18,130,4,phone
967,2025-03-16,328,8,web
968,2025-01-11,129,2,delivery
969,2025-03-26,281,4,web
970,2025-06-24,430,1,phone
971,2025-05-08,274,7,delivery
972,2025-10-07,79,8,app
973,2026-06-30,111,8,dine-in
974,2025-11-12,228,1,phone
975,2025-07-26,476,4,app
976,2025-01-29,8,6,delivery
977,2025-06-21,371,3,dine-in
978,2025-08-01,479,9,web
979,2026-02-16,335,6,dine-in
980,2026-01-13,23,2,delivery
981,2025-06-25,129,2,phone
982,2025-05-17,171,3,app
983,2026-06-08,328,4,phone
984,2025-05-08,159,4,web
985,2026-01-19,256,5,delivery
986,2025-09-01,473,10,web
987,2026-06-18,406,7,app
988,2025-12-06,176,4,delivery
989,2025-09-12,411,4,phone
990,2025-03-13,489,4,dine-in
991,2025-07-29,121,9,dine-in
992,2025-06-30,311,4,app
993,2025-03-23,487,6,web
994,2025-06-09,420,8,dine-in
995,2025-06-29,132,7,web
996,2025-03-15,171,3,web
997,2026-05-28,374,6,web
998,2025-03-14,210,1,dine-in
999,2025-12-23,261,8,app
1000,2026-03-11,377,4,delivery
1001,2025-06-01,134,10,web
1002,2025-06-15,7,2,dine-in
1003,2025-06-19,425,7,app
1004,2026-02-26,386,2,dine-in
1005,2026-02-12,358,5,dine-in
1006,2025-03-13,397,7,phone
1007,2025-05-18,102,8,delivery
1008,2025-08-06,96,4,dine-in
1009,2026-03-28,321,10,dine-in
1010,2025-05-08,142,2,app
1011,2026-05-05,249,2,dine-in
1012,2025-02-12,50,4,phone
1013,2026-06-17,493,5,web
1014,2025-11-19,419,4,app
1015,2025-01-04,234,7,delivery
1016,2026-06-28,144,4,app
1017,2025-01-04,327,6,dine-in
1018,2026-03-31,120,10,web
1019,2025-04-13,376,7,app
1020,2026-06-01,17,3,web
1021,2026-04-24,87,8,dine-in
1022,2025-04-02,55,7,dine-in
1023,2025-10-15,113,5,web
1024,2026-05-19,47,6,delivery
1025,2026-01-22,467,7,phone
1026,2025-04-02,175,10,delivery
1027,2025-05-11,437,6,web
1028,2025-07-14,434,7,web
1029,2026-06-17,340,10,phone
1030,2026-04-17,162,3,app
1031,2025-10-18,75,1,phone
1032,2026-05-05,324,4,web
1033,2025-08-04,435,4,dine-in
1034,2025-11-03,418,3,dine-in
1035,2026-06-25,373,5,app
1036,2025-05-15,166,10,dine-in
1037,2026-05-10,150,3,delivery
1038,2025-01-10,186,10,dine-in
1039,2025-02-27,50,6,web
1040,2025-12-13,304,7,delivery
1041,2025-06-26,335,7,dine-in
1042,2025-01-12,62,2,dine-in
1043,2026-06-06,116,1,phone
1044,2026-05-11,331,7,app
1045,2025-07-09,208,1,web
1046,2025-05-08,386,4,dine-in
1047,2025-01-06,285,8,app
1048,2025-07-31,335,3,dine-in
1049,2026-01-08,495,9,delivery
1050,2026-04-01,72,10,web
1051,2025-04-12,340,1,delivery
1052,2025-11-03,439,4,delivery
1053,2026-03-09,39,9,app
1054,2025-03-27,484,5,web
1055,2025-10-03,325,4,app
1056,2026-01-24,14,10,delivery
1057,2026-06-29,57,9,web
1058,2025-04-02,186,6,app
1059,2025-04-11,194,4,web
1060,2025-06-29,270,5,phone
1061,2025-04-12,460,1,delivery
1062,2026-06-29,283,10,web
1063,2025-05-10,74,7,phone
1064,2026-03-05,362,8,delivery
1065,2025-08-23,157,2,app
1066,2025-09-03,484,2,delivery
1067,2025-10-20,284,8,dine-in
1068,2026-06-30,358,2,web
1069,2025-01-08,366,7,phone
1070,2025-02-13,311,8,delivery
1071,2026-06-11,181,1,web
1072,2025-05-01,149,5,web
1073,2026-02-08,112,5,phone
1074,2026-05-15,30,6,dine-in
1075,2025-07-10,206,6,dine-in
1076,2025-07-22,44,9,phone
1077,2025-01-08,80,5,delivery
1078,2025-04-22,225,8,delivery
1079,2026-01-03,453,4,dine-in
1080,2026-03-08,381,6,dine-in
1081,2025-09-30,61,7,web
1082,2026-02-03,68,2,dine-in
1083,2025-12-19,257,1,delivery
1084,2026-03-16,500,10,dine-in
1085,2025-06-06,374,9,delivery
1086,2025-09-11,342,7,delivery
1087,2025-06-02,118,2,delivery
1088,2025-04-04,443,1,web
1089,2026-05-06,32,9,web
1090,2025-10-03,187,5,app
1091,2025-11-26,109,5,web
1092,2026-05-19,187,6,app
1093,2025-01-14,350,9,delivery
1094,2026-06-26,310,6,delivery
1095,2025-05-14,323,10,dine-in
1096,2025-07-15,99,8,dine-in
1097,2025-12-18,155,8,delivery
1098,2025-09-16,457,9,app
1099,2025-03-11,248,7,phone
1100,2025-10-08,357,3,app
1101,2025-07-14,380,7,web
1102,2026-06-06,197,9,web
1103,2025-01-10,451,9,web
1104,2025-05-02,88,4,dine-in
1105,2025-10-12,475,3,app
1106,2025-08-04,274,2,dine-in
1107,2025-09-28,370,3,web
1108,2025-08-13,375,5,delivery
1109,2026-01-27,485,5,phone
1110,2025-10-03,105,10,web
1111,2026-03-21,189,3,web
1112,2026-04-16,95,3,delivery
1113,2026-02-08,352,10,delivery
1114,2026-03-13,126,8,web
1115,2025-05-21,373,1,phone
1116,2025-01-22,57,1,dine-in
1117,2025-01-14,406,1,dine-in
1118,2026-03-31,418,3,app
1119,2025-10-01,322,9,dine-in
1120,2025-04-16,279,5,dine-in
1121,2025-05-31,181,5,delivery
1122,2025-04-15,490,5,app
1123,2025-05-02,185,2,dine-in
1124,2025-07-05,348,7,delivery
1125,2026-01-13,478,5,dine-in
1126,2025-05-31,164,3,web
1127,2025-10-13,75,2,app
1128,2026-05-22,218,8,web
1129,2026-05-25,276,9,web
1130,2026-03-08,270,10,delivery
1131,2025-01-03,105,1,app
1132,2025-05-28,428,9,web
1133,2025-05-22,61,3,web
1134,2026-01-16,28,2,phone
1135,2025-06-11,16,3,app
1136,2026-03-03,77,3,web
1137,2026-04-27,211,6,web
1138,2025-06-09,31,1,phone
1139,2026-03-10,349,8,phone
1140,2026-03-10,477,3,app
1141,2025-05-09,381,4,web
1142,2025-07-08,422,9,phone
1143,2026-04-25,245,6,web
1144,2025-04-22,54,2,app
1145,2025-03-08,109,10,dine-in
1146,2025-09-04,138,2,phone
1147,2025-02-16,25,6,dine-in
1148,2025-07-19,162,7,app
1149,2026-02-22,460,9,dine-in
1150,2026-05-04,301,1,app
1151,2025-04-06,488,4,delivery
1152,2026-06-13,374,10,phone
1153,2026-03-18,21,7,delivery
1154,2026-05-25,50,1,delivery
1155,2025-06-23,479,5,delivery
1156,2026-01-08,181,2,dine-in
1157,2025-09-20,391,8,delivery
1158,2025-02-10,187,5,web
1159,2025-11-18,192,2,web
1160,2025-01-09,80,2,app
1161,2025-04-06,179,8,web
1162,2025-07-24,206,6,dine-in
1163,2026-05-03,59,5,web
1164,2026-04-27,75,4,app
1165,2025-03-05,480,6,web
1166,2025-09-16,326,3,dine-in
1167,2025-11-02,448,8,web
1168,2025-04-05,459,7,app
1169,2025-06-14,495,7,app
1170,2025-05-29,166,6,dine-in
1171,2026-05-27,443,6,dine-in
1172,2025-04-10,19,4,delivery
1173,2025-08-03,488,4,phone
1174,2025-01-17,155,5,phone
1175,2026-04-12,212,7,app
1176,2025-04-27,475,3,web
1177,2025-10-19,433,7,app
1178,2025-04-02,333,1,phone
1179,2026-03-31,258,10,dine-in
1180,2026-01-26,59,4,web
1181,2026-02-27,465,7,dine-in
1182,2025-09-28,158,7,delivery
1183,2025-02-03,8,1,delivery
1184,2025-12-10,88,10,web
1185,2026-02-07,425,1,phone
1186,2026-06-14,82,7,delivery
1187,2026-06-01,61,10,web
1188,2025-04-06,14,7,dine-in
1189,2025-03-22,293,7,dine-in
1190,2025-07-11,123,4,app
1191,2025-09-24,338,1,app
1192,2025-01-24,327,10,dine-in
1193,2025-05-06,55,3,app
1194,2025-08-01,201,2,web
1195,2026-05-14,492,2,delivery
1196,2025-01-11,463,3,phone
1197,2025-12-22,248,10,phone
1198,2025-09-18,475,2,delivery
1199,2026-06-15,263,3,delivery
1200,2025-03-27,373,3,app
1201,2025-10-29,240,8,web
1202,2025-10-15,493,7,dine-in
1203,2026-03-10,306,5,app
1204,2026-03-16,103,10,app
1205,2025-02-04,491,9,app
1206,2025-04-28,93,6,web
1207,2026-01-16,191,3,app
1208,2025-01-12,368,6,delivery
1209,2025-08-06,270,4,dine-in
1210,2026-03-08,350,7,app
1211,2025-10-09,216,2,dine-in
1212,2025-10-19,10,10,dine-in
1213,2025-02-10,173,1,dine-in
1214,2026-02-14,41,9,app
1215,2025-05-05,432,6,phone
1216,2025-02-18,423,1,delivery
1217,2026-03-23,116,3,dine-in
1218,2025-01-06,479,1,app
1219,2025-11-08,39,5,app
1220,2025-11-23,442,3,phone
1221,2026-05-05,339,8,app
1222,2025-10-31,365,2,app
1223,2025-03-21,39,8,dine-in
1224,2026-01-30,97,8,dine-in
1225,2025-11-16,363,8,delivery
1226,2025-08-13,470,6,web
1227,2025-10-12,217,3,app
1228,2025-04-20,382,2,delivery
1229,2025-07-11,137,1,web
1230,2025-06-04,204,9,web
1231,2026-01-27,375,7,delivery
1232,2026-05-21,266,7,dine-in
1233,2025-04-24,113,2,dine-in
1234,2025-09-02,34,9,dine-in
1235,2026-02-07,52,4,app
1236,2025-10-22,376,1,dine-in
1237,2025-11-09,437,4,delivery
1238,2025-05-26,493,1,web
1239,2025-01-10,305,6,web
1240,2026-04-29,57,1,dine-in
1241,2025-04-07,52,5,app
1242,2026-01-09,235,1,app
1243,2026-05-11,58,5,phone
1244,2025-08-14,338,3,app
1245,2025-04-02,100,7,dine-in
1246,2026-06-24,90,5,app
1247,2025-02-12,297,9,app
1248,2025-12-22,148,2,dine-in
1249,2025-06-16,156,8,app
1250,2025-01-16,233,1,delivery
1251,2025-01-06,221,6,dine-in
1252,2025-12-25,450,5,phone
1253,2025-07-21,222,10,dine-in
1254,2026-01-31,217,7,dine-in
1255,2026-03-23,348,6,phone
1256,2026-03-03,284,4,app
1257,2025-07-07,193,7,dine-in
1258,2026-05-31,479,6,web
1259,2025-01-28,491,7,dine-in
1260,2026-06-09,192,3,phone
1261,2026-04-19,414,9,web
1262,2025-10-04,425,2,app
1263,2026-05-09,354,6,dine-in
1264,2026-06-08,379,1,delivery
1265,2025-08-17,459,3,app
1266,2025-07-25,59,2,dine-in
1267,2025-09-11,105,2,web
1268,2026-03-31,201,1,dine-in
1269,2025-09-24,421,10,web
1270,2025-01-23,95,3,delivery
1271,2025-07-25,244,8,app
1272,2025-10-09,201,7,dine-in
1273,2026-02-03,6,10,app
1274,2026-04-01,22,6,delivery
1275,2026-05-31,108,6,phone
1276,2025-12-14,236,3,app
1277,2026-04-29,311,3,phone
1278,2026-02-18,35,1,dine-in
1279,2026-05-27,479,8,app
1280,2025-04-18,461,3,web
1281,2025-03-16,227,6,phone
1282,2025-11-25,56,8,web
1283,2025-07-20,130,8,web
1284,2025-07-16,45,10,dine-in
1285,2025-05-24,458,1,app
1286,2026-06-25,255,4,delivery
1287,2025-03-10,225,7,web
1288,2025-05-11,401,9,app
1289,2025-08-25,27,10,phone
1290,2026-02-04,361,6,dine-in
1291,2025-09-05,437,9,phone
1292,2026-04-28,480,5,dine-in
1293,2025-09-25,103,6,dine-in
1294,2025-12-04,474,1,delivery
1295,2026-03-03,307,10,dine-in
1296,2025-08-19,333,6,web
1297,2026-01-24,350,1,phone
1298,2026-03-14,282,3,dine-in
1299,2025-03-01,122,4,dine-in
1300,2025-02-16,411,1,delivery
1301,2025-05-10,225,3,app
1302,2025-09-08,150,3,phone
1303,2025-07-30,254,6,delivery
1304,2025-10-01,164,9,phone
1305,2026-02-25,362,10,web
1306,2025-08-25,157,9,delivery
1307,2025-05-26,19,4,web
1308,2025-11-04,424,2,dine-in
1309,2026-01-29,228,1,delivery
1310,2026-06-30,27,5,dine-in
1311,2025-09-26,415,10,delivery
1312,2026-03-21,444,7,dine-in
1313,2025-10-22,440,9,web
1314,2025-09-01,68,1,app
1315,2026-02-09,20,10,app
1316,2025-01-13,64,5,phone
1317,2025-01-18,226,1,web
1318,2025-08-12,210,1,phone
1319,2025-11-18,489,2,web
1320,2025-05-11,117,3,delivery
1321,2025-02-09,95,9,web
1322,2025-09-23,500,5,dine-in
1323,2025-04-22,40,9,web
1324,2025-08-31,105,6,phone
1325,2025-10-17,74,1,app
1326,2025-10-29,319,1,delivery
1327,2025-01-27,55,10,delivery
1328,2025-12-19,482,4,web
1329,2025-06-03,196,2,dine-in
1330,2026-03-05,276,2,phone
1331,2026-06-22,267,8,app
1332,2026-01-06,119,8,app
1333,2026-04-01,376,7,app
1334,2026-06-02,40,6,web
1335,2025-05-09,474,9,delivery
1336,2025-12-16,161,2,dine-in
1337,2025-07-04,449,8,dine-in
1338,2026-04-27,381,2,delivery
1339,2025-01-25,354,3,dine-in
1340,2026-03-09,182,3,web
1341,2025-12-11,303,10,phone
1342,2025-03-17,379,6,web
1343,2025-07-07,371,10,phone
1344,2026-01-14,346,8,web
1345,2025-04-10,119,5,web
1346,2026-03-13,147,6,web
1347,2025-08-04,221,9,app
1348,2025-10-08,250,8,delivery
1349,2025-08-26,342,5,delivery
1350,2026-06-05,387,3,dine-in
1351,2025-07-19,4,8,dine-in
1352,2026-06-18,65,8,app
1353,2025-05-03,228,7,web
1354,2025-12-29,412,2,delivery
1355,2026-06-04,172,5,web
1356,2025-11-19,457,1,web
1357,2026-06-18,163,4,phone
1358,2025-01-09,126,3,phone
1359,2025-07-11,376,8,app
1360,2026-06-13,439,4,dine-in
1361,2026-03-05,353,5,phone
1362,2025-07-04,450,5,delivery
1363,2026-01-01,279,8,app
1364,2025-10-22,215,8,app
1365,2026-04-21,490,6,dine-in
1366,2026-05-16,308,7,delivery
1367,2026-06-04,111,7,dine-in
1368,2026-03-12,205,5,dine-in
1369,2025-11-12,230,7,delivery
1370,2025-04-23,486,10,phone
1371,2026-01-24,47,6,app
1372,2026-06-16,108,6,phone
1373,2025-08-23,149,3,app
1374,2025-02-06,433,1,phone
1375,2026-05-12,22,3,app
1376,2025-10-06,384,2,web
1377,2026-06-01,370,7,dine-in
1378,2025-06-05,49,10,web
1379,2025-11-28,218,9,dine-in
1380,2026-04-28,193,5,web
1381,2025-10-13,248,5,phone
1382,2026-02-08,488,6,phone
1383,2025-01-26,204,4,web
1384,2025-05-28,415,2,dine-in
1385,2025-03-27,73,7,phone
1386,2025-09-16,211,5,app
1387,2026-02-21,447,1,app
1388,2026-05-27,161,4,app
1389,2025-04-18,218,2,web
1390,2025-05-05,86,4,web
1391,2026-05-23,88,9,web
1392,2025-01-10,152,2,web
1393,2026-01-16,289,3,delivery
1394,2026-06-16,310,5,web
1395,2026-05-01,6,6,web
1396,2025-11-16,360,4,delivery
1397,2025-12-05,49,1,phone
1398,2025-12-20,322,1,delivery
1399,2026-02-17,479,5,phone
1400,2025-08-10,144,3,app
1401,2026-01-28,170,10,phone
1402,2025-08-03,87,1,delivery
1403,2025-06-18,244,1,app
1404,2025-05-21,262,8,web
1405,2026-01-30,362,8,app
1406,2025-08-08,490,3,app
1407,2026-05-17,356,5,dine-in
1408,2025-12-21,373,7,delivery
1409,2025-01-11,101,8,app
1410,2025-04-07,467,6,app
1411,2025-02-04,332,5,web
1412,2025-02-01,442,8,phone
1413,2025-04-17,20,6,dine-in
1414,2025-03-26,215,2,dine-in
1415,2025-01-18,171,6,delivery
1416,2025-03-04,34,4,phone
1417,2026-03-31,23,5,phone
1418,2025-01-04,160,5,phone
1419,2025-03-30,290,8,dine-in
1420,2025-07-06,374,2,delivery
1421,2025-08-11,327,6,web
1422,2025-09-10,158,4,delivery
1423,2025-05-24,290,6,web
1424,2025-07-01,152,5,web
1425,2026-06-20,231,3,dine-in
1426,2025-10-23,107,6,phone
1427,2026-04-24,134,1,dine-in
1428,2025-11-27,191,10,web
1429,2025-04-18,323,6,dine-in
1430,2025-04-13,96,6,app
1431,2026-03-26,415,10,web
1432,2025-12-12,248,7,app
1433,2026-06-04,56,7,web
1434,2025-06-20,473,5,phone
1435,2025-12-08,404,1,dine-in
1436,2025-06-19,236,1,delivery
1437,2025-03-24,95,4,delivery
1438,2025-01-06,245,3,app
1439,2026-02-08,358,4,web
1440,2025-11-22,391,3,web
1441,2026-02-08,274,2,app
1442,2026-01-13,186,6,phone
1443,2026-02-12,469,2,delivery
1444,2025-11-06,223,2,app
1445,2026-05-08,18,5,web
1446,2025-04-19,239,2,app
1447,2025-01-13,83,6,delivery
1448,2025-02-25,156,7,app
1449,2026-05-30,191,8,app
1450,2025-03-23,77,1,app
1451,2026-03-22,25,8,app
1452,2026-04-17,188,1,phone
1453,2025-10-01,92,5,app
1454,2026-01-01,375,1,phone
1455,2026-05-21,221,5,app
1456,2025-02-11,40,6,app
1457,2025-04-14,196,9,dine-in
1458,2025-01-23,95,5,dine-in
1459,2025-09-07,356,1,app
1460,2025-02-16,310,7,delivery
1461,2025-05-13,141,5,web
1462,2025-08-15,33,10,app
1463,2025-01-13,176,6,app
1464,2026-05-26,108,9,delivery
1465,2026-05-14,288,6,dine-in
1466,2025-10-26,385,6,web
1467,2026-03-18,213,1,app
1468,2025-04-10,203,4,delivery
1469,2025-07-02,443,3,web
1470,2025-04-19,341,6,phone
1471,2026-02-14,148,1,phone
1472,2026-01-28,298,7,web
1473,2026-05-31,42,10,phone
1474,2025-04-04,488,6,dine-in
1475,2025-09-03,90,8,delivery
1476,2026-04-18,236,4,phone
1477,2025-12-06,447,3,delivery
1478,2026-06-17,241,7,dine-in
1479,2025-01-25,225,8,dine-in
1480,2026-01-08,205,9,web
1481,2025-04-25,370,3,app
1482,2025-04-10,169,2,web
1483,2025-12-05,404,8,app
1484,2025-10-23,14,4,app
1485,2025-11-09,244,8,app
1486,2025-10-27,440,7,app
1487,2025-06-01,300,1,app
1488,2025-06-24,498,6,delivery
1489,2026-06-22,247,3,web
1490,2025-06-03,143,10,dine-in
1491,2025-01-13,431,9,delivery
1492,2025-04-12,488,6,phone
1493,2025-03-23,497,1,web
1494,2025-07-07,354,4,delivery
1495,2025-07-14,376,2,delivery
1496,2026-05-04,238,2,phone
1497,2025-03-16,101,8,dine-in
1498,2026-05-14,154,10,dine-in
1499,2026-04-13,1,5,web
1500,2026-06-11,146,5,app
1501,2026-05-31,159,8,dine-in
1502,2026-04-27,254,3,delivery
1503,2025-11-08,49,8,app
1504,2025-08-07,158,9,app
1505,2025-08-04,293,3,app
1506,2025-06-11,313,3,app
1507,2025-09-27,242,5,app
1508,2025-11-19,231,5,web
1509,2025-05-24,500,8,app
1510,2025-07-27,107,5,app
1511,2025-07-24,409,4,phone
1512,2026-05-07,483,10,web
1513,2026-02-04,353,8,delivery
1514,2025-12-17,142,9,app
1515,2026-02-28,423,3,delivery
1516,2025-12-02,294,9,app
1517,2025-11-18,491,6,web
1518,2026-04-17,186,6,delivery
1519,2026-02-25,219,7,web
1520,2025-03-03,468,9,app
1521,2025-02-02,492,9,app
1522,2025-04-05,499,9,dine-in
1523,2026-04-25,313,4,dine-in
1524,2025-12-05,38,3,phone
1525,2025-01-22,206,10,app
1526,2025-01-20,5,4,app
1527,2026-06-30,235,4,phone
1528,2025-06-01,106,5,delivery
1529,2025-02-10,400,3,phone
1530,2025-08-02,104,5,delivery
1531,2026-03-27,64,7,dine-in
1532,2026-03-26,205,4,delivery
1533,2025-05-05,84,4,dine-in
1534,2025-04-03,410,9,app
1535,2026-02-14,493,2,app
1536,2025-03-28,334,7,web
1537,2025-11-28,24,3,delivery
1538,2025-06-09,72,8,dine-in
1539,2025-10-28,191,10,web
1540,2025-06-05,380,3,app
1541,2025-01-31,255,4,app
1542,2025-12-06,15,8,dine-in
1543,2026-01-22,391,10,phone
1544,2025-08-17,48,7,dine-in
1545,2026-03-02,439,9,web
1546,2025-01-01,160,8,web
1547,2025-04-09,245,8,phone
1548,2025-05-27,116,2,dine-in
1549,2025-11-05,169,8,phone
1550,2025-05-29,297,1,web
1551,2025-07-06,8,3,dine-in
1552,2026-05-08,248,6,delivery
1553,2025-10-14,336,9,app
1554,2026-04-13,340,2,app
1555,2025-05-10,49,4,web
1556,2025-10-30,65,6,app
1557,2025-07-19,73,4,dine-in
1558,2025-06-05,289,9,phone
1559,2026-01-07,277,4,phone
1560,2025-06-19,326,10,delivery
1561,2025-10-13,26,7,app
1562,2025-11-04,1,2,app
1563,2026-02-25,72,3,web
1564,2026-03-06,201,10,delivery
1565,2025-10-10,72,7,dine-in
1566,2025-10-10,390,6,dine-in
1567,2026-06-21,53,10,web
1568,2026-04-11,79,2,app
1569,2026-04-23,219,10,delivery
1570,2026-01-07,124,8,web
1571,2025-09-15,328,9,app
1572,2025-09-06,300,8,delivery
1573,2026-01-20,311,9,web
1574,2025-04-11,295,2,dine-in
1575,2026-03-08,418,7,dine-in
1576,2025-02-08,482,7,web
1577,2025-07-05,13,6,dine-in
1578,2025-09-17,184,6,app
1579,2025-11-29,235,5,delivery
1580,2026-02-15,386,6,delivery
1581,2025-11-21,425,5,dine-in
1582,2025-11-17,319,8,delivery
1583,2026-01-06,387,3,delivery
1584,2025-10-31,388,9,phone
1585,2025-07-23,48,2,phone
1586,2025-05-17,472,7,dine-in
1587,2025-02-11,126,9,delivery
1588,2025-08-20,226,4,delivery
1589,2025-01-22,440,10,web
1590,2026-02-14,322,10,web
1591,2026-01-09,461,4,app
1592,2025-09-10,408,9,phone
1593,2025-11-18,54,10,delivery
1594,2026-04-22,138,10,dine-in
1595,2026-04-05,287,1,app
1596,2025-10-10,292,5,dine-in
1597,2025-11-14,276,5,app
1598,2025-11-19,442,1,phone
1599,2025-05-03,397,2,phone
1600,2025-06-15,376,4,delivery
1601,2026-05-22,374,2,app
1602,2026-02-01,413,7,web
1603,2026-03-17,451,5,web
1604,2026-02-16,103,4,app
1605,2025-04-07,269,5,dine-in
1606,2026-01-18,49,3,dine-in
1607,2026-01-29,157,1,phone
1608,2026-05-26,94,9,delivery
1609,2025-07-01,457,8,delivery
1610,2025-02-09,479,9,dine-in
1611,2026-06-15,86,2,web
1612,2026-04-11,476,9,web
1613,2025-09-03,492,8,delivery
1614,2025-04-12,435,9,dine-in
1615,2026-06-19,202,9,delivery
1616,2026-03-13,207,7,web
1617,2026-05-19,54,6,phone
1618,2025-02-26,271,1,delivery
1619,2025-06-27,329,6,dine-in
1620,2026-01-30,97,6,phone
1621,2026-03-21,379,9,phone
1622,2025-02-15,467,4,dine-in
1623,2025-07-31,293,10,dine-in
1624,2025-07-30,461,2,app
1625,2025-12-05,91,7,delivery
1626,2025-09-10,319,5,web
1627,2025-01-11,213,7,web
1628,2025-01-11,321,7,dine-in
1629,2025-06-12,462,8,dine-in
1630,2025-09-20,490,7,app
1631,2026-02-09,422,4,dine-in
1632,2025-08-23,20,7,delivery
1633,2025-03-11,124,7,phone
1634,2026-05-31,393,4,delivery
1635,2025-06-29,180,8,delivery
1636,2025-06-06,485,5,phone
1637,2025-07-19,172,8,dine-in
1638,2025-11-22,30,2,dine-in
1639,2026-01-15,20,3,dine-in
1640,2025-03-01,417,7,phone
1641,2025-02-06,289,9,dine-in
1642,2026-01-31,145,10,web
1643,2026-04-11,246,3,web
1644,2026-02-02,132,3,app
1645,2025-05-28,22,8,web
1646,2025-12-28,107,7,web
1647,2025-11-30,341,7,delivery
1648,2025-07-19,486,10,app
1649,2026-04-27,56,9,web
1650,2025-12-12,283,3,web
1651,2025-06-26,140,10,delivery
1652,2025-05-14,391,8,app
1653,2025-03-08,44,1,dine-in
1654,2025-11-17,477,6,delivery
1655,2026-01-07,320,6,phone
1656,2025-06-13,462,3,delivery
1657,2026-04-26,359,5,delivery
1658,2026-04-01,50,1,delivery
1659,2026-01-07,477,8,phone
1660,2025-12-19,454,6,dine-in
1661,2026-02-08,470,3,dine-in
1662,2025-03-27,182,10,web
1663,2026-03-04,87,6,app
1664,2026-05-17,164,3,dine-in
1665,2026-03-20,173,1,app
1666,2025-01-11,377,10,dine-in
1667,2025-02-06,356,5,web
1668,2025-12-17,68,6,app
1669,2026-04-06,471,2,app
1670,2025-04-20,125,2,delivery
1671,2025-03-19,5,1,app
1672,2026-04-17,324,6,dine-in
1673,2025-05-23,103,2,delivery
1674,2025-01-04,222,4,delivery
1675,2026-02-01,165,9,delivery
1676,2025-10-22,375,10,dine-in
1677,2025-07-13,359,2,dine-in
1678,2025-06-16,203,10,app
1679,2025-09-04,272,1,app
1680,2025-12-19,463,1,phone
1681,2025-04-01,164,10,app
1682,2025-11-23,231,6,web
1683,2025-07-14,117,10,delivery
1684,2026-02-24,239,8,app
1685,2026-03-06,487,1,delivery
1686,2026-03-21,406,3,delivery
1687,2026-04-29,77,5,app
